X	Y	Z
-0.1	-2.5	1.485E-05
-0.1	-2.4	3.5485E-05
-0.1	-2.3	8.18318E-05
-0.1	-2.2	0.00018212
-0.1	-2.1	0.000391158
-0.1	-2	0.000810782
-0.1	-1.9	0.001621866
-0.1	-1.8	0.003131009
-0.1	-1.7	0.005833267
-0.1	-1.6	0.010488118
-0.1	-1.5	0.018198683
-0.1	-1.4	0.030474264
-0.1	-1.3	0.049244189
-0.1	-1.2	0.07677676
-0.1	-1.1	0.115433853
-0.1	-1	0.167139721
-0.1	-0.9	0.232344796
-0.1	-0.8	0.308196997
-0.1	-0.7	0.38592096
-0.1	-0.6	0.448577673
-0.1	-0.5	0.47234845
-0.1	-0.4	0.435202887
-0.1	-0.3	0.332742427
-0.1	-0.2	0.192002383
-0.1	-0.1	0.068293936
-0.1	0	0.018895535
-0.1	0.1	0.068293936
-0.1	0.2	0.192002383
-0.1	0.3	0.332742427
-0.1	0.4	0.435202887
-0.1	0.5	0.47234845
-0.1	0.6	0.448577673
-0.1	0.7	0.38592096
-0.1	0.8	0.308196997
-0.1	0.9	0.232344796
-0.1	1	0.167139721
-0.1	1.1	0.115433853
-0.1	1.2	0.07677676
-0.1	1.3	0.049244189
-0.1	1.4	0.030474264
-0.1	1.5	0.018198683
-0.1	1.6	0.010488118
-0.1	1.7	0.005833267
-0.1	1.8	0.003131009
-0.1	1.9	0.001621866
-0.1	2	0.000810782
-0.1	2.1	0.000391158
-0.1	2.2	0.00018212
-0.1	2.3	8.18318E-05
-0.1	2.4	3.5485E-05
-0.1	2.5	1.485E-05
-0.1	2.6	5.99744E-06
-0.1	2.7	2.33757E-06
-0.1	2.8	8.79267E-07
-0.1	2.9	3.1918E-07
-0.1	3	1.11817E-07
0	-3	1.12535E-07
0	-2.9	3.21229E-07
0	-2.8	8.84912E-07
0	-2.7	2.35258E-06
0	-2.6	6.03595E-06
0	-2.5	1.49453E-05
0	-2.4	3.57128E-05
0	-2.3	8.23572E-05
0	-2.2	0.000183289
0	-2.1	0.000393669
0	-2	0.000815988
0	-1.9	0.001632279
0	-1.8	0.003151111
0	-1.7	0.00587072
0	-1.6	0.010555457
0	-1.5	0.018315526
0	-1.4	0.030669908
0	-1.3	0.049560248
0	-1.2	0.077269028
0	-1.1	0.116171513
0	-1	0.168197328
0	-0.9	0.233776647
0	-0.8	0.309975051
0	-0.7	0.387815513
0	-0.6	0.449987684
0	-0.5	0.472167073
0	-0.4	0.431901635
0	-0.3	0.324851365
0	-0.2	0.178926246
0	-0.1	0.051020913
0	0	0
0	0.1	0.051020913
0	0.2	0.178926246
0	0.3	0.324851365
0	0.4	0.431901635
0	0.5	0.472167073
0	0.6	0.449987684
0	0.7	0.387815513
0	0.8	0.309975051
0	0.9	0.233776647
0	1	0.168197328
0	1.1	0.116171513
0	1.2	0.077269028
0	1.3	0.049560248
0	1.4	0.030669908
0	1.5	0.018315526
0	1.6	0.010555457
0	1.7	0.00587072
0	1.8	0.003151111
0	1.9	0.001632279
0	2	0.000815988
0	2.1	0.000393669
0	2.2	0.000183289
0	2.3	8.23572E-05
0	2.4	3.57128E-05
0	2.5	1.49453E-05
0	2.6	6.03595E-06
0	2.7	2.35258E-06
0	2.8	8.84912E-07
0	2.9	3.21229E-07
0	3	1.12535E-07
0.1	-3	1.11817E-07
0.1	-2.9	3.1918E-07
0.1	-2.8	8.79267E-07
0.1	-2.7	2.33757E-06
0.1	-2.6	5.99744E-06
0.1	-2.5	1.485E-05
0.1	-2.4	3.5485E-05
0.1	-2.3	8.18318E-05
0.1	-2.2	0.00018212
0.1	-2.1	0.000391158
0.1	-2	0.000810782
0.1	-1.9	0.001621866
0.1	-1.8	0.003131009
0.1	-1.7	0.005833267
0.1	-1.6	0.010488118
0.1	-1.5	0.018198683
0.1	-1.4	0.030474264
0.1	-1.3	0.049244189
0.1	-1.2	0.07677676
0.1	-1.1	0.115433853
0.1	-1	0.167139721
0.1	-0.9	0.232344796
0.1	-0.8	0.308196997
0.1	-0.7	0.38592096
0.1	-0.6	0.448577673
0.1	-0.5	0.47234845
0.1	-0.4	0.435202887
0.1	-0.3	0.332742427
0.1	-0.2	0.192002383
0.1	-0.1	0.068293936
0.1	0	0.018895535
0.1	0.1	0.068293936
0.1	0.2	0.192002383
0.1	0.3	0.332742427
0.1	0.4	0.435202887
0.1	0.5	0.47234845
0.1	0.6	0.448577673
0.1	0.7	0.38592096
0.1	0.8	0.308196997
0.1	0.9	0.232344796
0.1	1	0.167139721
0.1	1.1	0.115433853
0.1	1.2	0.07677676
0.1	1.3	0.049244189
0.1	1.4	0.030474264
0.1	1.5	0.018198683
0.1	1.6	0.010488118
0.1	1.7	0.005833267
0.1	1.8	0.003131009
0.1	1.9	0.001621866
0.1	2	0.000810782
0.1	2.1	0.000391158
0.1	2.2	0.00018212
0.1	2.3	8.18318E-05
0.1	2.4	3.5485E-05
0.1	2.5	1.485E-05
0.1	2.6	5.99744E-06
0.1	2.7	2.33757E-06
0.1	2.8	8.79267E-07
0.1	2.9	3.1918E-07
0.1	3	1.11817E-07
0.2	-3	1.09691E-07
0.2	-2.9	3.1311E-07
0.2	-2.8	8.62546E-07
0.2	-2.7	2.29311E-06
0.2	-2.6	5.88339E-06
0.2	-2.5	1.45676E-05
0.2	-2.4	3.48102E-05
0.2	-2.3	8.02756E-05
0.2	-2.2	0.000178657
0.2	-2.1	0.000383719
0.2	-2	0.000795364
0.2	-1.9	0.001591023
0.2	-1.8	0.003071467
0.2	-1.7	0.005722337
0.2	-1.6	0.010288668
0.2	-1.5	0.017852608
0.2	-1.4	0.029894787
0.2	-1.3	0.048308042
0.2	-1.2	0.075318619
0.2	-1.1	0.113248474
0.2	-1	0.164004921
0.2	-0.9	0.228094977
0.2	-0.8	0.302900992
0.2	-0.7	0.380223467
0.2	-0.6	0.444184509
0.2	-0.5	0.47241151
0.2	-0.4	0.444081583
0.2	-0.3	0.354635556
0.2	-0.2	0.228621487
0.2	-0.1	0.116841771
0.2	0	0.07205649
0.2	0.1	0.116841771
0.2	0.2	0.228621487
0.2	0.3	0.354635556
0.2	0.4	0.444081583
0.2	0.5	0.47241151
0.2	0.6	0.444184509
0.2	0.7	0.380223467
0.2	0.8	0.302900992
0.2	0.9	0.228094977
0.2	1	0.164004921
0.2	1.1	0.113248474
0.2	1.2	0.075318619
0.2	1.3	0.048308042
0.2	1.4	0.029894787
0.2	1.5	0.017852608
0.2	1.6	0.010288668
0.2	1.7	0.005722337
0.2	1.8	0.003071467
0.2	1.9	0.001591023
0.2	2	0.000795364
0.2	2.1	0.000383719
0.2	2.2	0.000178657
0.2	2.3	8.02756E-05
0.2	2.4	3.48102E-05
0.2	2.5	1.45676E-05
0.2	2.6	5.88339E-06
0.2	2.7	2.29311E-06
0.2	2.8	8.62546E-07
0.2	2.9	3.1311E-07
0.2	3	1.09691E-07
0.3	-3	1.06236E-07
0.3	-2.9	3.03249E-07
0.3	-2.8	8.35381E-07
0.3	-2.7	2.2209E-06
0.3	-2.6	5.6981E-06
0.3	-2.5	1.41088E-05
0.3	-2.4	3.37139E-05
0.3	-2.3	7.77475E-05
0.3	-2.2	0.00017303
0.3	-2.1	0.000371634
0.3	-2	0.000770315
0.3	-1.9	0.001540917
0.3	-1.8	0.002974736
0.3	-1.7	0.005542121
0.3	-1.6	0.009964644
0.3	-1.5	0.017290377
0.3	-1.4	0.028953369
0.3	-1.3	0.04678714
0.3	-1.2	0.072949436
0.3	-1.1	0.10969656
0.3	-1	0.158905144
0.3	-0.9	0.221163653
0.3	-0.8	0.2942063
0.3	-0.7	0.370703344
0.3	-0.6	0.436381889
0.3	-0.5	0.471058854
0.3	-0.4	0.455746213
0.3	-0.3	0.385663154
0.3	-0.2	0.281634382
0.3	-0.1	0.187693464
0.3	0	0.14981163
0.3	0.1	0.187693464
0.3	0.2	0.281634382
0.3	0.3	0.385663154
0.3	0.4	0.455746213
0.3	0.5	0.471058854
0.3	0.6	0.436381889
0.3	0.7	0.370703344
0.3	0.8	0.2942063
0.3	0.9	0.221163653
0.3	1	0.158905144
0.3	1.1	0.10969656
0.3	1.2	0.072949436
0.3	1.3	0.04678714
0.3	1.4	0.028953369
0.3	1.5	0.017290377
0.3	1.6	0.009964644
0.3	1.7	0.005542121
0.3	1.8	0.002974736
0.3	1.9	0.001540917
0.3	2	0.000770315
0.3	2.1	0.000371634
0.3	2.2	0.00017303
0.3	2.3	7.77475E-05
0.3	2.4	3.37139E-05
0.3	2.5	1.41088E-05
0.3	2.6	5.6981E-06
0.3	2.7	2.2209E-06
0.3	2.8	8.35381E-07
0.3	2.9	3.03249E-07
0.3	3	1.06236E-07
0.4	-3	1.01582E-07
0.4	-2.9	2.89963E-07
0.4	-2.8	7.98782E-07
0.4	-2.7	2.1236E-06
0.4	-2.6	5.44846E-06
0.4	-2.5	1.34907E-05
0.4	-2.4	3.22369E-05
0.4	-2.3	7.43413E-05
0.4	-2.2	0.00016545
0.4	-2.1	0.000355353
0.4	-2	0.000736566
0.4	-1.9	0.001473407
0.4	-1.8	0.002844409
0.4	-1.7	0.005299314
0.4	-1.6	0.009528081
0.4	-1.5	0.016532874
0.4	-1.4	0.027684969
0.4	-1.3	0.044737911
0.4	-1.2	0.069756837
0.4	-1.1	0.104908116
0.4	-1	0.152021234
0.4	-0.9	0.211775131
0.4	-0.8	0.282324834
0.4	-0.7	0.357391546
0.4	-0.6	0.424646379
0.4	-0.5	0.466562679
0.4	-0.4	0.466391474
0.4	-0.3	0.419125529
0.4	-0.2	0.341156241
0.4	-0.1	0.268419252
0.4	0	0.238752649
0.4	0.1	0.268419252
0.4	0.2	0.341156241
0.4	0.3	0.419125529
0.4	0.4	0.466391474
0.4	0.5	0.466562679
0.4	0.6	0.424646379
0.4	0.7	0.357391546
0.4	0.8	0.282324834
0.4	0.9	0.211775131
0.4	1	0.152021234
0.4	1.1	0.104908116
0.4	1.2	0.069756837
0.4	1.3	0.044737911
0.4	1.4	0.027684969
0.4	1.5	0.016532874
0.4	1.6	0.009528081
0.4	1.7	0.005299314
0.4	1.8	0.002844409
0.4	1.9	0.001473407
0.4	2	0.000736566
0.4	2.1	0.000355353
0.4	2.2	0.00016545
0.4	2.3	7.43413E-05
0.4	2.4	3.22369E-05
0.4	2.5	1.34907E-05
0.4	2.6	5.44846E-06
0.4	2.7	2.1236E-06
0.4	2.8	7.98782E-07
0.4	2.9	2.89963E-07
0.4	3	1.01582E-07
0.5	-3	9.58962E-08
0.5	-2.9	2.73733E-07
0.5	-2.8	7.54072E-07
0.5	-2.7	2.00473E-06
0.5	-2.6	5.14349E-06
0.5	-2.5	1.27356E-05
0.5	-2.4	3.04325E-05
0.5	-2.3	7.01802E-05
0.5	-2.2	0.000156189
0.5	-2.1	0.000335463
0.5	-2	0.000695339
0.5	-1.9	0.001390937
0.5	-1.8	0.0026852
0.5	-1.7	0.005002698
0.5	-1.6	0.008994771
0.5	-1.5	0.015607499
0.5	-1.4	0.026135459
0.5	-1.3	0.042234418
0.5	-1.2	0.065855923
0.5	-1.1	0.099054375
0.5	-1	0.143593383
0.5	-0.9	0.200234961
0.5	-0.8	0.267572274
0.5	-0.7	0.34043803
0.5	-0.6	0.40856676
0.5	-0.5	0.457258445
0.5	-0.4	0.472167073
0.5	-0.3	0.448111737
0.5	-0.2	0.396899502
0.5	-0.1	0.346030202
0.5	0	0.324851365
0.5	0.1	0.346030202
0.5	0.2	0.396899502
0.5	0.3	0.448111737
0.5	0.4	0.472167073
0.5	0.5	0.457258445
0.5	0.6	0.40856676
0.5	0.7	0.34043803
0.5	0.8	0.267572274
0.5	0.9	0.200234961
0.5	1	0.143593383
0.5	1.1	0.099054375
0.5	1.2	0.065855923
0.5	1.3	0.042234418
0.5	1.4	0.026135459
0.5	1.5	0.015607499
0.5	1.6	0.008994771
0.5	1.7	0.005002698
0.5	1.8	0.0026852
0.5	1.9	0.001390937
0.5	2	0.000695339
0.5	2.1	0.000335463
0.5	2.2	0.000156189
0.5	2.3	7.01802E-05
0.5	2.4	3.04325E-05
0.5	2.5	1.27356E-05
0.5	2.6	5.14349E-06
0.5	2.7	2.00473E-06
0.5	2.8	7.54072E-07
0.5	2.9	2.73733E-07
0.5	3	9.58962E-08
0.6	-3	8.93772E-08
0.6	-2.9	2.55125E-07
0.6	-2.8	7.02811E-07
0.6	-2.7	1.86845E-06
0.6	-2.6	4.79384E-06
0.6	-2.5	1.18698E-05
0.6	-2.4	2.83637E-05
0.6	-2.3	6.54094E-05
0.6	-2.2	0.000145571
0.6	-2.1	0.000312658
0.6	-2	0.00064807
0.6	-1.9	0.001296382
0.6	-1.8	0.002502663
0.6	-1.7	0.004662619
0.6	-1.6	0.008383316
0.6	-1.5	0.014546526
0.6	-1.4	0.024358878
0.6	-1.3	0.039363927
0.6	-1.2	0.061382441
0.6	-1.1	0.092337901
0.6	-1	0.133908388
0.6	-0.9	0.186918012
0.6	-0.8	0.250370591
0.6	-0.7	0.320165104
0.6	-0.6	0.388025844
0.6	-0.5	0.441988286
0.6	-0.4	0.470060247
0.6	-0.3	0.466985984
0.6	-0.2	0.440320456
0.6	-0.1	0.409650555
0.6	0	0.396333932
0.6	0.1	0.409650555
0.6	0.2	0.440320456
0.6	0.3	0.466985984
0.6	0.4	0.470060247
0.6	0.5	0.441988286
0.6	0.6	0.388025844
0.6	0.7	0.320165104
0.6	0.8	0.250370591
0.6	0.9	0.186918012
0.6	1	0.133908388
0.6	1.1	0.092337901
0.6	1.2	0.061382441
0.6	1.3	0.039363927
0.6	1.4	0.024358878
0.6	1.5	0.014546526
0.6	1.6	0.008383316
0.6	1.7	0.004662619
0.6	1.8	0.002502663
0.6	1.9	0.001296382
0.6	2	0.00064807
0.6	2.1	0.000312658
0.6	2.2	0.000145571
0.6	2.3	6.54094E-05
0.6	2.4	2.83637E-05
0.6	2.5	1.18698E-05
0.6	2.6	4.79384E-06
0.6	2.7	1.86845E-06
0.6	2.8	7.02811E-07
0.6	2.9	2.55125E-07
0.6	3	8.93772E-08
0.7	-3	8.2242E-08
0.7	-2.9	2.34758E-07
0.7	-2.8	6.46704E-07
0.7	-2.7	1.71929E-06
0.7	-2.6	4.41114E-06
0.7	-2.5	1.09222E-05
0.7	-2.4	2.60994E-05
0.7	-2.3	6.01876E-05
0.7	-2.2	0.00013395
0.7	-2.1	0.000287698
0.7	-2	0.000596333
0.7	-1.9	0.001192888
0.7	-1.8	0.002302868
0.7	-1.7	0.004290389
0.7	-1.6	0.007714053
0.7	-1.5	0.013385244
0.7	-1.4	0.02241431
0.7	-1.3	0.036221878
0.7	-1.2	0.05648499
0.7	-1.1	0.084981121
0.7	-1	0.123284082
0.7	-0.9	0.172250637
0.7	-0.8	0.231236409
0.7	-0.7	0.297085769
0.7	-0.6	0.363300318
0.7	-0.5	0.420371338
0.7	-0.4	0.458455566
0.7	-0.3	0.472347752
0.7	-0.2	0.466018265
0.7	-0.1	0.452266759
0.7	0	0.445564349
0.7	0.1	0.452266759
0.7	0.2	0.466018265
0.7	0.3	0.472347752
0.7	0.4	0.458455566
0.7	0.5	0.420371338
0.7	0.6	0.363300318
0.7	0.7	0.297085769
0.7	0.8	0.231236409
0.7	0.9	0.172250637
0.7	1	0.123284082
0.7	1.1	0.084981121
0.7	1.2	0.05648499
0.7	1.3	0.036221878
0.7	1.4	0.02241431
0.7	1.5	0.013385244
0.7	1.6	0.007714053
0.7	1.7	0.004290389
0.7	1.8	0.002302868
0.7	1.9	0.001192888
0.7	2	0.000596333
0.7	2.1	0.000287698
0.7	2.2	0.00013395
0.7	2.3	6.01876E-05
0.7	2.4	2.60994E-05
0.7	2.5	1.09222E-05
0.7	2.6	4.41114E-06
0.7	2.7	1.71929E-06
0.7	2.8	6.46704E-07
0.7	2.9	2.34758E-07
0.7	3	8.2242E-08
0.8	-3	7.47139E-08
0.8	-2.9	2.13269E-07
0.8	-2.8	5.87507E-07
0.8	-2.7	1.56191E-06
0.8	-2.6	4.00736E-06
0.8	-2.5	9.92245E-06
0.8	-2.4	2.37103E-05
0.8	-2.3	5.46783E-05
0.8	-2.2	0.000121689
0.8	-2.1	0.000261363
0.8	-2	0.000541747
0.8	-1.9	0.001083696
0.8	-1.8	0.002092073
0.8	-1.7	0.003897664
0.8	-1.6	0.00700794
0.8	-1.5	0.01216002
0.8	-1.4	0.020362651
0.8	-1.3	0.032906664
0.8	-1.2	0.051316897
0.8	-1.1	0.077214176
0.8	-1	0.112052065
0.8	-0.9	0.156687842
0.8	-0.8	0.210754436
0.8	-0.7	0.271880607
0.8	-0.6	0.335058163
0.8	-0.5	0.392852059
0.8	-0.4	0.437275483
0.8	-0.3	0.463303702
0.8	-0.2	0.472152985
0.8	-0.1	0.471262875
0.8	0	0.469625105
0.8	0.1	0.471262875
0.8	0.2	0.472152985
0.8	0.3	0.463303702
0.8	0.4	0.437275483
0.8	0.5	0.392852059
0.8	0.6	0.335058163
0.8	0.7	0.271880607
0.8	0.8	0.210754436
0.8	0.9	0.156687842
0.8	1	0.112052065
0.8	1.1	0.077214176
0.8	1.2	0.051316897
0.8	1.3	0.032906664
0.8	1.4	0.020362651
0.8	1.5	0.01216002
0.8	1.6	0.00700794
0.8	1.7	0.003897664
0.8	1.8	0.002092073
0.8	1.9	0.001083696
0.8	2	0.000541747
0.8	2.1	0.000261363
0.8	2.2	0.000121689
0.8	2.3	5.46783E-05
0.8	2.4	2.37103E-05
0.8	2.5	9.92245E-06
0.8	2.6	4.00736E-06
0.8	2.7	1.56191E-06
0.8	2.8	5.87507E-07
0.8	2.9	2.13269E-07
0.8	3	7.47139E-08
0.9	-3	6.70116E-08
0.9	-2.9	1.91283E-07
0.9	-2.8	5.26941E-07
0.9	-2.7	1.40089E-06
0.9	-2.6	3.59424E-06
0.9	-2.5	8.89954E-06
0.9	-2.4	2.1266E-05
0.9	-2.3	4.90415E-05
0.9	-2.2	0.000109144
0.9	-2.1	0.000234419
0.9	-2	0.000485898
0.9	-1.9	0.000971978
0.9	-1.8	0.0018764
0.9	-1.7	0.003495853
0.9	-1.6	0.006285491
0.9	-1.5	0.010906446
0.9	-1.4	0.018263504
0.9	-1.3	0.029514602
0.9	-1.2	0.04602836
0.9	-1.1	0.069263045
0.9	-1	0.100540193
0.9	-0.9	0.140687778
0.9	-0.8	0.18953996
0.9	-0.7	0.245340794
0.9	-0.6	0.304268455
0.9	-0.5	0.360554878
0.9	-0.4	0.40775164
0.9	-0.3	0.441130524
0.9	-0.2	0.459993308
0.9	-0.1	0.467878046
0.9	0	0.469740213
0.9	0.1	0.467878046
0.9	0.2	0.459993308
0.9	0.3	0.441130524
0.9	0.4	0.40775164
0.9	0.5	0.360554878
0.9	0.6	0.304268455
0.9	0.7	0.245340794
0.9	0.8	0.18953996
0.9	0.9	0.140687778
0.9	1	0.100540193
0.9	1.1	0.069263045
0.9	1.2	0.04602836
0.9	1.3	0.029514602
0.9	1.4	0.018263504
0.9	1.5	0.010906446
0.9	1.6	0.006285491
0.9	1.7	0.003495853
0.9	1.8	0.0018764
0.9	1.9	0.000971978
0.9	2	0.000485898
0.9	2.1	0.000234419
0.9	2.2	0.000109144
0.9	2.3	4.90415E-05
0.9	2.4	2.1266E-05
0.9	2.5	8.89954E-06
0.9	2.6	3.59424E-06
0.9	2.7	1.40089E-06
0.9	2.8	5.26941E-07
0.9	2.9	1.91283E-07
0.9	3	6.70116E-08
1	-3	5.93389E-08
1	-2.9	1.69382E-07
1	-2.8	4.66607E-07
1	-2.7	1.2405E-06
1	-2.6	3.18271E-06
1	-2.5	7.88056E-06
1	-2.4	1.88311E-05
1	-2.3	4.34263E-05
1	-2.2	9.66471E-05
1	-2.1	0.000207579
1	-2	0.000430264
1	-1.9	0.000860689
1	-1.8	0.001661557
1	-1.7	0.003095587
1	-1.6	0.005565818
1	-1.5	0.009657689
1	-1.4	0.016172408
1	-1.3	0.026135459
1	-1.2	0.040759443
1	-1.1	0.061338837
1	-1	0.089056361
1	-0.9	0.124686616
1	-0.8	0.168197328
1	-0.7	0.218293661
1	-0.6	0.272061278
1	-0.5	0.325024031
1	-0.4	0.371973247
1	-0.3	0.40856676
1	-0.2	0.432931657
1	-0.1	0.446002751
1	0	0.449987684
1	0.1	0.446002751
1	0.2	0.432931657
1	0.3	0.40856676
1	0.4	0.371973247
1	0.5	0.325024031
1	0.6	0.272061278
1	0.7	0.218293661
1	0.8	0.168197328
1	0.9	0.124686616
1	1	0.089056361
1	1.1	0.061338837
1	1.2	0.040759443
1	1.3	0.026135459
1	1.4	0.016172408
1	1.5	0.009657689
1	1.6	0.005565818
1	1.7	0.003095587
1	1.8	0.001661557
1	1.9	0.000860689
1	2	0.000430264
1	2.1	0.000207579
1	2.2	9.66471E-05
1	2.3	4.34263E-05
1	2.4	1.88311E-05
1	2.5	7.88056E-06
1	2.6	3.18271E-06
1	2.7	1.2405E-06
1	2.8	4.66607E-07
1	2.9	1.69382E-07
1	3	5.93389E-08
1.1	-3	5.18765E-08
1.1	-2.9	1.4808E-07
1.1	-2.8	4.07927E-07
1.1	-2.7	1.08449E-06
1.1	-2.6	2.78245E-06
1.1	-2.5	6.88951E-06
1.1	-2.4	1.64629E-05
1.1	-2.3	3.79651E-05
1.1	-2.2	8.44928E-05
1.1	-2.1	0.000181474
1.1	-2	0.000376154
1.1	-1.9	0.000752449
1.1	-1.8	0.0014526
1.1	-1.7	0.002706287
1.1	-1.6	0.004865863
1.1	-1.5	0.008443143
1.1	-1.4	0.014138591
1.1	-1.3	0.022848807
1.1	-1.2	0.035634349
1.1	-1.1	0.053628993
1.1	-1	0.077874959
1.1	-0.9	0.10907673
1.1	-0.8	0.147281593
1.1	-0.7	0.191528922
1.1	-0.6	0.239580528
1.1	-0.5	0.287939309
1.1	-0.4	0.33238205
1.1	-0.3	0.369010306
1.1	-0.2	0.395359945
1.1	-0.1	0.410799727
1.1	0	0.415822836
1.1	0.1	0.410799727
1.1	0.2	0.395359945
1.1	0.3	0.369010306
1.1	0.4	0.33238205
1.1	0.5	0.287939309
1.1	0.6	0.239580528
1.1	0.7	0.191528922
1.1	0.8	0.147281593
1.1	0.9	0.10907673
1.1	1	0.077874959
1.1	1.1	0.053628993
1.1	1.2	0.035634349
1.1	1.3	0.022848807
1.1	1.4	0.014138591
1.1	1.5	0.008443143
1.1	1.6	0.004865863
1.1	1.7	0.002706287
1.1	1.8	0.0014526
1.1	1.9	0.000752449
1.1	2	0.000376154
1.1	2.1	0.000181474
1.1	2.2	8.44928E-05
1.1	2.3	3.79651E-05
1.1	2.4	1.64629E-05
1.1	2.5	6.88951E-06
1.1	2.6	2.78245E-06
1.1	2.7	1.08449E-06
1.1	2.8	4.07927E-07
1.1	2.9	1.4808E-07
1.1	3	5.18765E-08
1.2	-3	4.47757E-08
1.2	-2.9	1.27811E-07
1.2	-2.8	3.5209E-07
1.2	-2.7	9.36047E-07
1.2	-2.6	2.40159E-06
1.2	-2.5	5.94648E-06
1.2	-2.4	1.42095E-05
1.2	-2.3	3.27684E-05
1.2	-2.2	7.29275E-05
1.2	-2.1	0.000156634
1.2	-2	0.000324667
1.2	-1.9	0.000649455
1.2	-1.8	0.00125377
1.2	-1.7	0.002335854
1.2	-1.6	0.00419983
1.2	-1.5	0.007287459
1.2	-1.4	0.012203332
1.2	-1.3	0.019721377
1.2	-1.2	0.030757264
1.2	-1.1	0.046290879
1.2	-1	0.067226892
1.2	-0.9	0.094190298
1.2	-0.8	0.127268757
1.2	-0.7	0.165739462
1.2	-0.6	0.207862706
1.2	-0.5	0.250878262
1.2	-0.4	0.291345995
1.2	-0.3	0.325837571
1.2	-0.2	0.351713167
1.2	-0.1	0.367529205
1.2	0	0.372819857
1.2	0.1	0.367529205
1.2	0.2	0.351713167
1.2	0.3	0.325837571
1.2	0.4	0.291345995
1.2	0.5	0.250878262
1.2	0.6	0.207862706
1.2	0.7	0.165739462
1.2	0.8	0.127268757
1.2	0.9	0.094190298
1.2	1	0.067226892
1.2	1.1	0.046290879
1.2	1.2	0.030757264
1.2	1.3	0.019721377
1.2	1.4	0.012203332
1.2	1.5	0.007287459
1.2	1.6	0.00419983
1.2	1.7	0.002335854
1.2	1.8	0.00125377
1.2	1.9	0.000649455
1.2	2	0.000324667
1.2	2.1	0.000156634
1.2	2.2	7.29275E-05
1.2	2.3	3.27684E-05
1.2	2.4	1.42095E-05
1.2	2.5	5.94648E-06
1.2	2.6	2.40159E-06
1.2	2.7	9.36047E-07
1.2	2.8	3.5209E-07
1.2	2.9	1.27811E-07
1.2	3	4.47757E-08
1.3	-3	3.81553E-08
1.3	-2.9	1.08914E-07
1.3	-2.8	3.00032E-07
1.3	-2.7	7.97647E-07
1.3	-2.6	2.0465E-06
1.3	-2.5	5.06726E-06
1.3	-2.4	1.21085E-05
1.3	-2.3	2.79234E-05
1.3	-2.2	6.21447E-05
1.3	-2.1	0.000133475
1.3	-2	0.000276663
1.3	-1.9	0.000553429
1.3	-1.8	0.001068393
1.3	-1.7	0.001990483
1.3	-1.6	0.003578859
1.3	-1.5	0.006209964
1.3	-1.4	0.010399001
1.3	-1.3	0.016805498
1.3	-1.2	0.026209902
1.3	-1.1	0.039447977
1.3	-1	0.057293622
1.3	-0.9	0.080289332
1.3	-0.8	0.108537218
1.3	-0.7	0.141483558
1.3	-0.6	0.177758286
1.3	-0.5	0.215160365
1.3	-0.4	0.250878262
1.3	-0.3	0.281953385
1.3	-0.2	0.305836076
1.3	-0.1	0.320770333
1.3	0	0.325837571
1.3	0.1	0.320770333
1.3	0.2	0.305836076
1.3	0.3	0.281953385
1.3	0.4	0.250878262
1.3	0.5	0.215160365
1.3	0.6	0.177758286
1.3	0.7	0.141483558
1.3	0.8	0.108537218
1.3	0.9	0.080289332
1.3	1	0.057293622
1.3	1.1	0.039447977
1.3	1.2	0.026209902
1.3	1.3	0.016805498
1.3	1.4	0.010399001
1.3	1.5	0.006209964
1.3	1.6	0.003578859
1.3	1.7	0.001990483
1.3	1.8	0.001068393
1.3	1.9	0.000553429
1.3	2	0.000276663
1.3	2.1	0.000133475
1.3	2.2	6.21447E-05
1.3	2.3	2.79234E-05
1.3	2.4	1.21085E-05
1.3	2.5	5.06726E-06
1.3	2.6	2.0465E-06
1.3	2.7	7.97647E-07
1.3	2.8	3.00032E-07
1.3	2.9	1.08914E-07
1.3	3	3.81553E-08
1.4	-3	3.21003E-08
1.4	-2.9	9.16296E-08
1.4	-2.8	2.52418E-07
1.4	-2.7	6.71065E-07
1.4	-2.6	1.72174E-06
1.4	-2.5	4.26311E-06
1.4	-2.4	1.0187E-05
1.4	-2.3	2.34921E-05
1.4	-2.2	5.22827E-05
1.4	-2.1	0.000112293
1.4	-2	0.000232758
1.4	-1.9	0.000465603
1.4	-1.8	0.000898845
1.4	-1.7	0.001674605
1.4	-1.6	0.003010915
1.4	-1.5	0.005224479
1.4	-1.4	0.008748744
1.4	-1.3	0.014138591
1.4	-1.2	0.022050705
1.4	-1.1	0.033188639
1.4	-1	0.04820513
1.4	-0.9	0.067562058
1.4	-0.8	0.091360471
1.4	-0.7	0.119168888
1.4	-0.6	0.149896765
1.4	-0.5	0.181775812
1.4	-0.4	0.212506935
1.4	-0.3	0.239580528
1.4	-0.2	0.26068574
1.4	-0.1	0.274054736
1.4	0	0.278626548
1.4	0.1	0.274054736
1.4	0.2	0.26068574
1.4	0.3	0.239580528
1.4	0.4	0.212506935
1.4	0.5	0.181775812
1.4	0.6	0.149896765
1.4	0.7	0.119168888
1.4	0.8	0.091360471
1.4	0.9	0.067562058
1.4	1	0.04820513
1.4	1.1	0.033188639
1.4	1.2	0.022050705
1.4	1.3	0.014138591
1.4	1.4	0.008748744
1.4	1.5	0.005224479
1.4	1.6	0.003010915
1.4	1.7	0.001674605
1.4	1.8	0.000898845
